序号,全称,级别,类型,级别标签,类型标签,组合标签,细分标签,上级,省,地理大区,备注
2633,铜仁市万山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,铜仁市,贵州省,西南,
2634,铜仁市江口县政协,县级,县,县级,县,"县级政协,县政协",,铜仁市,贵州省,西南,
2635,铜仁市玉屏侗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,铜仁市,贵州省,西南,
2636,铜仁市石阡县政协,县级,县,县级,县,"县级政协,县政协",,铜仁市,贵州省,西南,
2637,铜仁市思南县政协,县级,县,县级,县,"县级政协,县政协",,铜仁市,贵州省,西南,
2638,铜仁市印江土家族苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,铜仁市,贵州省,西南,
2639,铜仁市德江县政协,县级,县,县级,县,"县级政协,县政协",,铜仁市,贵州省,西南,
2640,铜仁市沿河土家族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,铜仁市,贵州省,西南,
2641,铜仁市松桃苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,铜仁市,贵州省,西南,
2642,黔西南布依族苗族自治州政协,地级,自治州,地级,自治州,"地级政协,自治州政协",,黔西南布依族苗族自治州,贵州省,西南,
2643,黔西南布依族苗族自治州兴义市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黔西南布依族苗族自治州,贵州省,西南,
2644,黔西南布依族苗族自治州兴仁市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黔西南布依族苗族自治州,贵州省,西南,
2645,黔西南布依族苗族自治州普安县政协,县级,县,县级,县,"县级政协,县政协",,黔西南布依族苗族自治州,贵州省,西南,
2646,黔西南布依族苗族自治州晴隆县政协,县级,县,县级,县,"县级政协,县政协",,黔西南布依族苗族自治州,贵州省,西南,
2647,黔西南布依族苗族自治州贞丰县政协,县级,县,县级,县,"县级政协,县政协",,黔西南布依族苗族自治州,贵州省,西南,
2648,黔西南布依族苗族自治州望谟县政协,县级,县,县级,县,"县级政协,县政协",,黔西南布依族苗族自治州,贵州省,西南,
2649,黔西南布依族苗族自治州册亨县政协,县级,县,县级,县,"县级政协,县政协",,黔西南布依族苗族自治州,贵州省,西南,
2650,黔西南布依族苗族自治州安龙县政协,县级,县,县级,县,"县级政协,县政协",,黔西南布依族苗族自治州,贵州省,西南,
2651,黔东南苗族侗族自治州政协,地级,自治州,地级,自治州,"地级政协,自治州政协",,黔东南苗族侗族自治州,贵州省,西南,
2652,黔东南苗族侗族自治州凯里市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黔东南苗族侗族自治州,贵州省,西南,
2653,黔东南苗族侗族自治州黄平县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2654,黔东南苗族侗族自治州施秉县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2655,黔东南苗族侗族自治州三穗县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2656,黔东南苗族侗族自治州镇远县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2657,黔东南苗族侗族自治州岑巩县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2658,黔东南苗族侗族自治州天柱县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2659,黔东南苗族侗族自治州锦屏县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2660,黔东南苗族侗族自治州剑河县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2661,黔东南苗族侗族自治州台江县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2662,黔东南苗族侗族自治州黎平县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2663,黔东南苗族侗族自治州榕江县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2664,黔东南苗族侗族自治州从江县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2665,黔东南苗族侗族自治州雷山县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2666,黔东南苗族侗族自治州麻江县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2667,黔东南苗族侗族自治州丹寨县政协,县级,县,县级,县,"县级政协,县政协",,黔东南苗族侗族自治州,贵州省,西南,
2668,黔南布依族苗族自治州政协,地级,自治州,地级,自治州,"地级政协,自治州政协",,黔南布依族苗族自治州,贵州省,西南,
2669,黔南布依族苗族自治州都匀市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黔南布依族苗族自治州,贵州省,西南,
2670,黔南布依族苗族自治州福泉市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黔南布依族苗族自治州,贵州省,西南,
2671,黔南布依族苗族自治州荔波县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2672,黔南布依族苗族自治州贵定县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2673,黔南布依族苗族自治州瓮安县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2674,黔南布依族苗族自治州独山县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2675,黔南布依族苗族自治州平塘县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2676,黔南布依族苗族自治州罗甸县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2677,黔南布依族苗族自治州长顺县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2678,黔南布依族苗族自治州龙里县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2679,黔南布依族苗族自治州惠水县政协,县级,县,县级,县,"县级政协,县政协",,黔南布依族苗族自治州,贵州省,西南,
2680,黔南布依族苗族自治州三都水族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,黔南布依族苗族自治州,贵州省,西南,
2681,云南省政协,省级,省,省级,省,"省级政协,省政协",,,云南省,西南,
2682,昆明市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,昆明市,云南省,西南,
2683,昆明市五华区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昆明市,云南省,西南,
2684,昆明市盘龙区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昆明市,云南省,西南,
2685,昆明市官渡区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昆明市,云南省,西南,
2686,昆明市西山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昆明市,云南省,西南,
2687,昆明市东川区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昆明市,云南省,西南,
2688,昆明市呈贡区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昆明市,云南省,西南,
2689,昆明市晋宁区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昆明市,云南省,西南,
2690,昆明市富民县政协,县级,县,县级,县,"县级政协,县政协",,昆明市,云南省,西南,
2691,昆明市宜良县政协,县级,县,县级,县,"县级政协,县政协",,昆明市,云南省,西南,
2692,昆明市石林彝族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,昆明市,云南省,西南,
2693,昆明市嵩明县政协,县级,县,县级,县,"县级政协,县政协",,昆明市,云南省,西南,
2694,昆明市禄劝彝族苗族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,昆明市,云南省,西南,
2695,昆明市寻甸回族彝族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,昆明市,云南省,西南,
2696,昆明市安宁市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,昆明市,云南省,西南,
2697,曲靖市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,曲靖市,云南省,西南,
2698,曲靖市麒麟区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,曲靖市,云南省,西南,
2699,曲靖市沾益区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,曲靖市,云南省,西南,
2700,曲靖市马龙区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,曲靖市,云南省,西南,
2701,曲靖市陆良县政协,县级,县,县级,县,"县级政协,县政协",,曲靖市,云南省,西南,
2702,曲靖市师宗县政协,县级,县,县级,县,"县级政协,县政协",,曲靖市,云南省,西南,
2703,曲靖市罗平县政协,县级,县,县级,县,"县级政协,县政协",,曲靖市,云南省,西南,
2704,曲靖市富源县政协,县级,县,县级,县,"县级政协,县政协",,曲靖市,云南省,西南,
2705,曲靖市会泽县政协,县级,县,县级,县,"县级政协,县政协",,曲靖市,云南省,西南,
2706,曲靖市宣威市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,曲靖市,云南省,西南,
2707,玉溪市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,玉溪市,云南省,西南,
2708,玉溪市红塔区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,玉溪市,云南省,西南,
2709,玉溪市江川区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,玉溪市,云南省,西南,
2710,玉溪市通海县政协,县级,县,县级,县,"县级政协,县政协",,玉溪市,云南省,西南,
2711,玉溪市华宁县政协,县级,县,县级,县,"县级政协,县政协",,玉溪市,云南省,西南,
2712,玉溪市易门县政协,县级,县,县级,县,"县级政协,县政协",,玉溪市,云南省,西南,
2713,玉溪市峨山彝族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,玉溪市,云南省,西南,
2714,玉溪市新平彝族傣族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,玉溪市,云南省,西南,
2715,玉溪市元江哈尼族彝族傣族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,玉溪市,云南省,西南,
2716,玉溪市澄江市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,玉溪市,云南省,西南,
2717,保山市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,保山市,云南省,西南,
2718,保山市隆阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,保山市,云南省,西南,
2719,保山市施甸县政协,县级,县,县级,县,"县级政协,县政协",,保山市,云南省,西南,
2720,保山市龙陵县政协,县级,县,县级,县,"县级政协,县政协",,保山市,云南省,西南,
2721,保山市昌宁县政协,县级,县,县级,县,"县级政协,县政协",,保山市,云南省,西南,
2722,保山市腾冲市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,保山市,云南省,西南,
2723,昭通市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,昭通市,云南省,西南,
2724,昭通市昭阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,昭通市,云南省,西南,
2725,昭通市鲁甸县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2726,昭通市巧家县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2727,昭通市盐津县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2728,昭通市大关县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2729,昭通市永善县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2730,昭通市绥江县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2731,昭通市镇雄县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2732,昭通市彝良县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2733,昭通市威信县政协,县级,县,县级,县,"县级政协,县政协",,昭通市,云南省,西南,
2734,昭通市水富市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,昭通市,云南省,西南,
2735,丽江市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,丽江市,云南省,西南,
2736,丽江市古城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,丽江市,云南省,西南,
2737,丽江市玉龙纳西族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,丽江市,云南省,西南,
2738,丽江市永胜县政协,县级,县,县级,县,"县级政协,县政协",,丽江市,云南省,西南,
